obs_id,date,pm25,pm10,o3,no2,so2,env_index,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,avg_ridership_monthly,avg_ridership_workday_monthly,TCI,tempmax,tempmin,temp,temp_calib,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,rain,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weekend,seasons,holiday
1668,7/25/2024,51,25,9,,,0.783477826,12141,3606,396,2,218,22,45654,17045,1372,2,1393,111,11846,3899,288,0,72,12,,,,30.3,26.5,27.7,27.7056838,36.8,26.5,31.6,24.6,83.6,2.02,100,33.33,TRUE,46.4,16.9,16.9,6.7,1.9,237.7,1003.6,57.4,10,113.2,9.8,4,0.63,"Rain, Partially cloudy",FALSE,Rainy,No
1669,7/26/2024,58,22,8,,,0.514603739,11445,2450,514,97,95,91,43758,11764,2117,425,487,496,11160,2715,424,111,64,115,,,,31.5,27,28.4,28.40201998,39.5,30.5,33.6,25.3,83.8,1.145,100,29.17,TRUE,61.2,11.6,11.6,5.3,1.5,222.5,1004.5,56.3,9.9,131.3,11.4,6,0.67,"Rain, Partially cloudy",FALSE,Rainy,
1670,7/27/2024,54,15,9,,,0.132162442,,,,,,,,,,,,,,,,,,,,,,31.5,26.7,29,28.98655898,41.3,30.6,35.4,26,84.4,69.294,100,41.67,TRUE,40,13.6,13.6,5.9,2.4,187,1006.1,67.4,9.5,124,10.8,7,0.71,"Rain, Partially cloudy",,Rainy,Yes
1671,7/28/2024,45,12,7,,,0.889558198,,,,,,,,,,,,,,,,,,,,,,32,27.2,28.8,28.79579824,40,31.7,34.4,25.6,83.6,2.969,100,29.17,TRUE,38.5,9.2,9.2,5.4,1.3,199.9,1006,75.8,9.9,104.4,9,5,0.75,"Rain, Partially cloudy",TRUE,Rainy,Yes
1672,7/29/2024,25,17,6,,,0.447797241,,,,,,,,,,,,,,,,,,,,,,32.3,25.7,28.5,28.49556246,40.8,25.7,32.9,25.1,82.3,14.399,100,41.67,TRUE,37.1,19.4,19.4,7.7,1.3,221.3,1006,68.7,8.9,130,11.2,8,0.78,"Rain, Partially cloudy",FALSE,Rainy,No
1673,7/30/2024,50,17,8,,,0.817897185,2408,613,37,0,59,109,8655,3050,82,0,361,356,1936,835,14,0,52,73,,,,31.3,26.4,28.7,28.69397006,39.2,26.4,33.6,25.4,83.3,1.154,100,12.5,TRUE,29.9,11.5,11.5,5.3,0.5,175.7,1007.5,61.1,9.6,106.5,9,5,0.81,"Rain, Partially cloudy",,Rainy,No
1674,7/31/2024,50,21,6,,,0.154594916,10272,1675,78,5,82,16,32923,8510,467,15,433,92,8279,2105,148,4,24,18,,,,31.6,27,29,28.99581597,39.3,30.5,34.7,25.2,80,0.212,100,12.5,TRUE,40,13.2,13.2,5.6,1.6,181.6,1008.8,52.3,10,121,10.2,6,0.85,"Rain, Partially cloudy",FALSE,Rainy,No
1675,8/1/2024,52,28,7,,,0.661518478,7663,3313,416,88,293,355,29267,15650,1718,323,3804,1133,7424,3444,424,83,710,231,450,517,,32.2,27.6,29.5,29.51400077,40.4,32.2,35.6,25.3,78.5,0.309,100,8.33,TRUE,34.9,16.7,16.7,7.2,3.3,180.8,1009.5,51.7,9.8,116.8,10.1,4,0.88,,FALSE,Rainy,No
1676,8/2/2024,67,24,6,,1,0.849186823,4417,970,122,0,44,314,15226,5609,454,1,318,1603,3729,1319,112,0,33,310,,,,32.6,26.4,28.9,28.89622977,42,26.4,34.1,25.1,80.6,2.523,100,8.33,TRUE,23,10.7,10.7,4.4,0.1,149.2,1009.1,52,10,114.3,9.9,4,0.92,"Rain, Partially cloudy",FALSE,Rainy,No
1677,8/3/2024,60,29,,,1,0.059953284,,,,,,,,,,,,,,,,,,,,,,32.2,24.9,28.5,28.49324662,41,24.9,33.7,25.3,83.4,40.077,100,33.33,TRUE,22.7,13.8,13.8,4.7,1.8,184.5,1009.3,55.8,9.4,75.9,6.4,5,0.96,"Rain, Partially cloudy",,Rainy,Yes
1678,8/4/2024,57,19,9,,1,0.527112296,,,,,,,,,,,,,,,,,,,,,,32.3,24.2,27.5,27.49699915,41.6,24.2,30.9,24.4,83.7,42.056,100,41.67,TRUE,22.3,12.1,12.1,5.4,1.1,178.2,1009.5,53.3,9.8,140.4,12.1,,0,"Rain, Partially cloudy",TRUE,Rainy,Yes
1679,8/5/2024,48,25,11,,1,0.63924621,6177,1412,142,8,90,36,20435,7584,834,56,835,234,5410,1831,205,13,135,59,,,,32.5,24.7,28.2,28.19785741,41.1,24.7,31.9,24.3,80.4,6.015,100,16.67,TRUE,31,12.2,12.2,4.5,0.6,223.3,1008.4,56.6,10,191.9,16.8,9,0.018956501,"Rain, Partially cloudy",FALSE,Rainy,No
1680,8/6/2024,61,18,11,,1,0.502435647,5883,1046,161,32,48,70,17003,4002,651,127,144,719,3996,850,157,26,15,137,,,,33.7,26.1,29.5,29.48275076,43.4,26.1,34.4,24.7,76.6,15.961,100,20.83,TRUE,31.3,11.9,11.9,5.5,0.2,246.9,1007.4,49,9.5,246.6,21.3,9,0.06,"Rain, Partially cloudy",FALSE,Rainy,No
1681,8/7/2024,53,26,11,,,0.302777728,8642,4642,12,13,504,1,25728,19038,52,18,3789,4,7599,4961,31,9,581,2,,,,32.8,25.6,28.7,28.70739415,41.9,25.6,33,25,81.3,21.999,100,37.5,TRUE,38.9,12.7,12.7,5.1,0.7,190.5,1008.4,58.1,9.1,170,14.8,8,0.09,"raIn, paRtIalLy cLOuDy",FALSE,Rainy,
1682,8/8/2024,65,24,10,,,0.15040373,9856,5548,63,25,227,11,25105,19516,201,56,1480,37,7417,5202,93,15,314,8,,,,33.7,26.4,29.3,29.2846737,42.2,26.4,34.2,25.1,78.9,1.261,100,25,TRUE,24.5,8.1,8.1,4,0.1,172.8,1008.9,46.2,9.9,178.7,15.5,9,0.12,"Rain, Partially cloudy",,Rainy,No
1683,8/9/2024,57,21,8,,,0.993770519,4570,2263,19,14,99,1,13490,7101,71,40,830,20,3677,1630,19,15,121,1,,,,34.9,27.4,30.8,30.79335068,44.9,31.5,37.5,25.2,73.3,0.13,100,16.67,TRUE,29.2,12,12,6.9,1.8,228.7,1007.9,41.4,10,234,20.4,9,0.15,"Rain, Partially cloudy",FALSE,Rainy,
1684,8/10/2024,51,19,7,,1,0.120862295,,,,,,,,,,,,,,,,,,,,,,35.3,27.5,31.2,31.20462247,46,31.3,38,25.2,71.4,0.019,100,4.17,TRUE,28.4,15.7,15.7,8,3.5,229.5,1006.8,37.1,10,241.1,20.8,9,,,TRUE,Rainy,Yes
1685,8/11/2024,46,16,9,,,0.245993419,,,,,,,,,,,,,,,,,,,,,,35.5,28.1,31,31.01004872,46.7,31.5,37.7,25,70.9,1.48,100,16.67,TRUE,34.2,14.1,14.1,8.3,1.8,250.2,1005.2,41.9,10,199.5,17.3,-15.4830992,0.22,"Rain, Partially cloudy",TRUE,Rainy,Yes
1686,8/12/2024,44,20,8,,,0.554455371,,,,,,,,,,,,,,,,,,,,,,33.6,25.2,29.8,29.81191858,39.2,25.2,33.9,23.7,71.2,6,100,4.17,TRUE,43.9,24.3,24.3,14.1,2.3,233.8,1005.4,34.4,9.7,170.3,14.7,8,0.25,"Rain, Partially cloudy",,Rainy,No
1687,8/13/2024,52,28,10,,,0.267292349,2178,1568,9,1,255,17,5664,7807,40,7,1969,53,1436,1594,14,2,355,7,,,,34.4,25.9,29,28.98840876,43.4,25.9,33.4,24.9,79.7,29.483,100,16.67,TRUE,30.6,11.3,11.3,5.8,0.9,175.7,1006.8,44.2,9.9,177.5,15.3,9,0.29,"rain, partIaLLY cLoUDy",FALSE,Rainy,No
1688,8/14/2024,67,24,10,,1,0.579771834,13343,2823,212,2,159,366,43325,14446,868,4,1236,1195,9716,3428,201,0,91,458,,,,34.5,27,30.2,30.19718668,44.1,30.5,36.5,25.2,75.3,0,0,0,FALSE,28.8,11.9,11.9,5,0.3,205.5,1007,45,10,260.8,22.5,,,Partially cloudy,FALSE,Rainy,No
1689,8/15/2024,54,21,8,,,0.0351668,4166,1031,153,27,33,158,13056,5297,567,105,226,508,2787,1117,105,17,23,72,,,,35.1,27.6,30.9,30.89732752,45.8,31.7,37.9,25.4,73.5,2.248,100,8.33,,26.6,12.3,12.3,5.3,1.6,205.2,1006.2,49.2,9.9,226.1,19.4,9,0.35,"Rain, Partially cloudy",FALSE,Rainy,No
1690,8/16/2024,53,17,6,1,3,0.316454904,7304,1524,154,6,32,251,25758,7373,697,10,295,811,5565,1716,127,1,38,223,,,,34.9,28,30.6,30.60316602,44.9,31.9,37.2,25.1,72.7,3.095,100,16.67,TRUE,31.3,15.7,15.7,6.1,2.2,207.5,1005.9,45.9,10,221.4,19.1,8,0.38,"Rain, Partially cloudy",FALSE,Rainy,No
1691,8/17/2024,46,20,11,,8,0.499772009,,,,,,,,,,,,,,,,,,,,,,34.6,27.7,30.5,30.4966199,45,31.3,37,25.1,73.5,0.365,100,16.67,TRUE,23.4,10.7,10.7,6,2.3,197.1,1007.2,46.7,10,173.3,15,9,0.42,"Rain, Partially cloudy",TRUE,Rainy,Yes
1692,8/18/2024,51,19,10,,6,0.978637529,,,,,,,,,,,,,,,,,,,,,,34.6,26.8,30.4,30.40146741,43.5,30.1,37.1,25.6,76.5,28.807,100,25,TRUE,27.7,10.6,10.6,5.8,1.7,178.7,1007.8,47.2,9.9,193.7,16.9,7,0.45,"Rain, Partially cloudy",,Rainy,Yes
1693,8/19/2024,48,21,6,,10,0.63148194,1800,1212,0,0,328,1,5171,4398,5,3,1606,7,1470,1264,6,1,354,1,,,,34.6,27.8,30.8,30.78583559,42.9,32.2,37.4,25.1,72.6,0.725,100,12.5,TRUE,27,10.4,10.4,5.3,1,233,1007.2,50.3,9.9,154.5,13.3,8,,"Rain, Partially cloudy",FALSE,Rainy,No
1694,8/20/2024,56,33,6,,9,0.43576366,3200,637,13,1,14,48,12956,3338,94,5,64,221,3483,868,27,1,10,31,,,,32.8,25.1,29,29.00421171,41.8,25.1,33.6,24.9,79.4,22.579,100,20.83,TRUE,25.6,12.8,12.8,5.3,0.3,185.8,1008.5,57.9,9.6,137.1,12,7,0.5,"Rain, Partially cloudy",FALSE,Rainy,No
1695,8/21/2024,52,28,10,,11,0.501480639,4307,832,28,2,20,81,12961,3848,173,13,188,313,3804,1098,51,3,34,87,,,,33,25.3,29.1,29.10433874,41.8,25.3,33.8,24.9,78.6,3.685,100,16.67,TRUE,23.8,10.7,10.7,5.1,0.1,283.2,1009.3,56.2,9.8,151,13.1,6,0.55,"Rain, Partially cloudy",FALSE,Rainy,No
1696,8/22/2024,58,26,9,,20,0.94691135,16002,4250,112,0,180,18,62741,23816,461,2,1515,76,17104,5923,109,0,236,15,,,,34.4,26.9,30.5,30.49847116,43.9,29.5,36.6,24.8,72.7,1.091,100,12.5,TRUE,27,11,11,5.7,0.9,208.3,1008.8,47.6,9.9,210.3,18.1,,0.59,"Rain, Partially cloudy",FALSE,,No
1697,8/23/2024,51,25,8,,12,0.880656082,,,,,,,,,,,,,,,,,,,,,,35.2,27.8,30.8,30.80234515,44.6,31.4,36.7,24.5,69.9,0.253,100,8.33,TRUE,21.2,10.8,10.8,6.3,1,266.5,1009.8,53.3,10,207.2,17.8,8,0.62,"Rain, Partially cloudy",FALSE,Rainy,No
1698,8/24/2024,59,19,10,,13,0.745726134,,,,,,,,,,,,,,,,,,,,,,33.9,25.1,29.5,29.50441664,44.1,25.1,35.3,25.4,79.3,39.53,100,29.17,TRUE,28.4,10,10,5,1.1,280.2,1009.4,58.2,9.7,141.7,12.3,8,0.66,"Rain, Partially cloudy",TRUE,Rainy,
1699,8/25/2024,53,21,10,,11,0.906207529,,,,,,,,,,,,,,,,,,,,,,32.1,25.1,28.7,28.68564077,39.8,25.1,32.7,24.7,79.5,0.019,100,4.17,TRUE,28.1,7.5,7.5,4,0.8,274,1008.4,46.6,10,147.5,12.7,6,0.69,"Rain, Partially cloudy",TRUE,Rainy,Yes
1700,8/26/2024,51,16,10,,14,0.920664451,4891,2284,15,4,120,5,16187,8906,51,17,1127,25,3876,2047,15,4,182,4,,,,34,26,29.8,29.7999731,42.3,26,34.7,24.2,72.6,10.374,100,8.33,TRUE,26.3,10.4,10.4,5.4,1,256.6,1007.1,41.9,10,189.3,16.5,9,0.75,"Rain, Partially cloudy",FALSE,Rainy,No
1701,8/27/2024,52,18,10,,19,0.037101982,14793,2594,326,4,118,34,49804,14534,1418,15,954,174,13020,3319,384,6,197,37,,,,33.9,26.6,29.6,29.60497564,43.6,26.6,34.6,24.6,75.5,24.933,100,25,TRUE,27.7,10.6,10.6,5.4,1.6,197.3,1007.4,52.6,9.8,235.2,20.2,10,0.76,"Rain, Partially cloudy",FALSE,Rainy,No
1702,8/28/2024,47,20,12,,12,0.329509163,2710,581,0,0,105,2,5790,3136,1,0,3599,13,1525,797,0,0,432,2,,,,32.1,25,28.6,28.60561217,42,25,32.9,25,81.6,33.627,100,29.17,TRUE,27.7,13.5,13.5,6,1.4,180.2,1007,55.1,9.8,99.6,8.6,7,0.79,"Rain, Partially cloudy",FALSE,Rainy,No
1703,8/29/2024,49,23,8,,14,0.713822937,5425,1111,235,1,58,121,20515,6598,854,6,326,639,5693,1453,219,1,56,129,,,,30.6,26.8,28.6,28.5921198,38.6,30.1,33.3,24.6,79.5,1.542,100,12.5,TRUE,49.3,11.2,11.2,5.5,0.2,187.4,1007.4,53.9,10,126.8,10.9,7,0.83,"Rain, Partially cloudy",,Rainy,No
1704,8/30/2024,57,14,10,,13,0.889948396,10014,2400,167,4,89,10,31732,9792,640,11,758,52,7917,2640,188,4,88,7,,,,32.1,25.8,29,29.0087826,39.2,25.8,32.9,23.4,72.4,0.764,100,8.33,TRUE,47.9,11.8,11.8,4.8,0.4,245.5,1008.2,53.7,10,157.9,13.6,,0.86,"Rain, Partially cloudy",FALSE,Rainy,
1705,8/31/2024,30,13,9,,12,0.150150918,,,,,,,,,,,,,,,,,,,,,,33.9,26.8,29.5,29.51641171,43.7,28.8,33.9,23.4,69.9,0.05,100,4.17,TRUE,40,17.7,17.7,7.3,1,267.4,1008,49.5,10,215.8,18.8,9.675848365,0.9,"Rain, Partially cloudy",,Rainy,
1706,9/1/2024,47,19,13,,16,0.066171159,,,,,,,,,,,,,,,,,,,438,498,,35.6,25.7,30,30.01476437,45.1,25.7,34.3,23.7,70.3,34.616,100,16.67,TRUE,29.5,15.5,15.5,7.6,1.7,287.3,1006.4,45.5,9.8,227.5,19.7,9,0.940620912,,,Rainy,Yes
1707,9/2/2024,51,29,10,,12,0.327277688,4037,1635,42,1,72,38,14701,7894,126,6,722,163,3640,2079,38,2,114,39,,,,30.6,25.1,27.8,27.789754,39.6,25.1,31.8,25,85.1,16.287,100,45.83,TRUE,22.3,8.6,8.6,4.1,0.1,255.5,1006.3,62.7,9.6,122.9,10.6,5,0.97,"Rain, Partially cloudy",FALSE,Rainy,No
1708,9/3/2024,54,20,8,,15,0.836981296,4244,1020,39,0,38,35,11514,3477,140,0,154,136,3105,980,42,0,36,34,,,,30.6,26.1,27.9,27.87901958,39.3,26.1,31.6,25.1,85.4,81.541,100,70.83,TRUE,28.1,10.3,10.3,4.9,0,197.2,1007.2,65.7,9.4,106.1,9.2,-15.4830992,0,"Rain, Partially cloudy",FALSE,Rainy,No
1709,9/4/2024,57,25,10,,25,0.457129586,4888,1629,66,0,190,11,15963,8076,291,1,1503,50,3879,1823,95,1,306,8,,,,33,25.8,28.9,28.8865797,41.5,25.8,32.8,24.5,78,6.133,100,41.67,TRUE,34.9,13.9,13.9,5.7,0.8,249.9,1006.3,59.6,9.6,151,13.2,8,0.04,"Rain, Partially cloudy",FALSE,Rainy,No
1710,9/5/2024,60,29,5,,26,0.646154864,6446,1206,147,2,26,131,23343,5198,586,5,245,532,6617,1336,139,4,19,137,,,,33.5,26.6,29.4,29.41117333,40.2,26.6,33.7,23.7,72.3,0.571,100,12.5,TRUE,42.1,10.1,10.1,6.3,1.9,265.1,1004.9,41.5,10,227.5,19.6,9,0.07,"Rain, Partially cloudy",FALSE,Rainy,No
1711,9/6/2024,66,28,10,,6,0.11545199,8411,1941,125,9,99,36,27207,8228,527,16,576,213,7440,2108,130,1,67,46,,,,33.7,26.7,29.8,29.7786478,40.9,29.2,34.4,23.6,69.7,0,0,0,TRUE,52.2,20.5,20.5,8.7,2.6,288.3,1004.9,45.8,10,175.9,15.2,8,3.390925542,Partially cloudy,FALSE,Rainy,No
1712,9/7/2024,66,27,12,,6,0.702003304,,,,,,,,,,,,,,,,,,,,,,32.6,27.1,29.8,29.8003795,39.8,29.9,34.8,24,71.4,8.407,100,16.67,TRUE,51.5,11.1,11.1,6.3,2,242.1,1006.1,52.2,10,176.5,15.2,-15.4830992,0.14,"Rain, Partially cloudy",TRUE,Rainy,Yes
1713,9/8/2024,51,23,8,,7,0.032332766,,,,,,,,,,,,,,,,,,,,,,32.2,27.7,29.6,29.59184569,40.1,30.8,34.9,24.4,74.3,1.467,100,8.33,TRUE,45,11.1,11.1,6.2,2.2,213.1,1007.3,48.5,10,165.3,14.1,,0.17,"Rain, Partially cloudy",TRUE,Rainy,Yes
1714,9/9/2024,50,30,8,,7,0.904761772,4181,699,18,0,11,58,10608,2716,107,0,198,297,2350,612,19,0,39,88,,,,31.7,27.5,29.4,29.40064795,39.1,30.6,34.6,24.4,74.5,0.106,100,4.17,TRUE,43.9,12.3,12.3,6,1.9,216.1,1006.7,50.6,10,123.1,10.6,6,0.2,"Rain, Partially cloudy",FALSE,Rainy,No
1715,9/10/2024,54,25,11,,6,0.908205089,5072,1414,0,0,28,2,12615,4115,0,0,369,13,3237,1074,0,0,39,5,,,,33.2,27.8,30.1,30.10476451,42.8,31.8,36,24.8,73.9,1.559,100,12.5,TRUE,42.1,14.7,14.7,6.3,3.1,227.4,1006.1,55.5,10,140.4,12.1,6,0.24,"Rain, Partially cloudy",FALSE,Rainy,No
1716,9/11/2024,52,25,9,,6,0.915814194,7893,3233,11,3,232,171,24590,14593,38,4,1702,538,6368,3643,11,0,225,138,,,,31.5,26.2,29.1,29.10825223,39.3,26.2,34.1,24.6,76.7,16.856,100,8.33,TRUE,36.7,9.5,9.5,4.5,0.6,220.7,1007.3,48.7,9.7,101.3,8.7,,0.25,,FALSE,Rainy,No
1717,9/12/2024,57,28,8,,7,0.425554431,14523,3305,199,1,174,238,47189,12684,591,5,971,643,10675,2884,142,0,134,174,,,,32.7,25.8,28.6,28.58948078,42.3,25.8,32.6,25,81.8,6.869,100,25,TRUE,31.3,8.8,8.8,3.5,0,229.4,1008.1,57.1,9.7,145.4,12.7,7,0.3,"Rain, Partially cloudy",FALSE,Rainy,No
1718,9/13/2024,62,22,6,,7,0.364086294,,,,,,,,,,,,,,,,,,,,,,32,25.6,28.7,28.69591027,40.5,25.6,32.8,24.8,80.4,0.848,100,16.67,TRUE,29.2,27.3,27.3,6.7,0.5,203.7,1006.5,50.9,9.7,136.9,11.9,6,0.34,"Rain, Partially cloudy",FALSE,Rainy,No
1719,9/14/2024,61,25,9,,9,0.915464831,,,,,,,,,,,,,,,,,,,,,,32.9,25.3,28.6,28.5946544,41.9,25.3,32.4,24.8,80.8,48.108,100,37.5,TRUE,41.8,11,11,6.2,1.4,233.5,1005.2,58.5,9.7,165.8,14.3,6,0.37,"Rain, Partially cloudy",TRUE,Rainy,Yes
1720,9/15/2024,57,44,10,,8,0.246014731,,,,,,,,,,,,,,,,,,,,,,32.6,25.5,28.4,28.40130839,39.8,25.5,31.7,24,78.2,7.643,100,29.17,TRUE,39.2,16.4,16.4,6.8,1,276.2,1004.6,56.2,9.9,192.7,16.6,8,,"Rain, Partially cloudy",,Rainy,Yes
1721,9/16/2024,71,10,18,,9,0.66311358,2964,757,69,36,31,92,10541,3871,262,149,227,400,2537,1004,84,38,16,87,,,,34.4,27,29.8,29.80393874,42.9,29.5,34.5,23.8,71.4,1.245,100,16.67,TRUE,36.7,12.4,12.4,8.5,4.5,288.7,1004.2,46,10,204.4,17.7,8.534715879,,,FALSE,Rainy,No
1722,9/17/2024,84,13,11,,8,0.460736851,10643,2424,132,4,102,71,35252,10800,656,10,874,426,9701,2515,128,1,72,51,,,,33.8,26.9,29.5,29.50558293,43.7,29.6,34.8,24.5,75.2,1.07,100,12.5,TRUE,34.9,11,11,7,1.3,298.6,1003.6,53.1,9.9,132.7,11.6,6,0.47,"Rain, Partially cloudy",FALSE,Rainy,No
1723,9/18/2024,61,11,10,,9,0.620004147,6733,2321,355,69,113,39,26566,10744,1374,114,529,96,6477,2564,298,29,48,20,,,,31.4,25.3,27.4,27.38890967,37.8,25.3,30.6,24.8,85.8,25.483,100,62.5,TRUE,29.2,9.6,9.6,5.2,1.4,303.2,1003,66.5,9.3,172.5,14.8,8,0.5,"Rain, Partially cloudy",FALSE,,No
1724,9/19/2024,73,13,8,1,8,0.588170087,19705,4321,321,12,234,38,72527,20222,1122,18,1542,172,14890,3455,156,1,130,12,,,,33.9,25.8,28.9,28.90075496,41.3,25.8,33.1,24.9,79.7,10.42,100,20.83,TRUE,22.7,11.7,11.7,4.6,0.7,256.8,1002.5,50.7,9.4,188.3,16.3,7,,"Rain, Partially cloudy",FALSE,Rainy,No
1725,9/20/2024,54,4,10,,9,0.263477832,,,,,,,,,,,,,,,,,,,,,,32.2,26.9,28.9,28.8918265,40.9,30,34.1,24.9,79.8,8.68,100,12.5,TRUE,57.6,12.1,12.1,5.4,0.3,253.1,1002.7,59.9,9.5,143.7,12.5,6,0.57,"Rain, Partially cloudy",FALSE,Rainy,No
1726,9/21/2024,11,8,11,,9,0.506332994,,,,,,,,,,,,,,,,,,,,,,31.8,26,28.5,28.50248688,39.4,26,32.7,25.1,83,9.424,100,33.33,TRUE,38.5,12.9,12.9,4,0,164,1003.9,58.6,9.1,96.7,8.4,,0.61,"Rain, Partially cloudy",TRUE,raiNy,Yes
1727,9/22/2024,13,21,9,1,9,0.561431645,,,,,,,,,,,,,,,,,,,,,,32,26.8,29.1,29.09531251,38.6,30,34.5,24.9,78.6,1.934,100,33.33,TRUE,42.8,13,13,5.6,1.1,213.1,1005.1,63.5,9.9,117.9,10.1,6,0.64,,TRUE,Rainy,Yes
1728,9/23/2024,62,21,12,1,10,0.386581573,5233,911,108,7,56,70,18692,5039,398,14,718,238,5228,1223,93,7,61,36,,,,33.9,26.5,29.2,29.19911883,41.3,26.5,33.6,24.8,78.5,3.921,100,16.67,,26.6,9.7,9.7,4.2,0,157.2,1007.9,57.4,9.6,139.8,12,7,0.67,"Rain, Partially cloudy",,Rainy,No
1729,9/24/2024,59,29,11,,8,0.170173672,7234,1460,343,5,85,202,25104,8216,1578,21,725,1428,6154,1831,302,6,44,157,,,,30,25.3,27.8,27.82129518,36.6,25.3,32.2,25.2,85.9,34.539,100,41.67,,20.9,11.8,11.8,4.1,0.7,162,1009.4,61.8,9.7,97.2,8.4,4,0.71,"Rain, Partially cloudy",FALSE,Rainy,No
1730,9/25/2024,72,31,,,8,0.30715113,2544,943,44,0,48,187,9875,4987,133,0,534,567,2844,1082,35,0,57,129,,,,31.7,25.2,27.7,27.69449416,40.6,25.2,31.1,25,86,5.873,100,29.17,TRUE,18.4,7.4,7.4,2.6,0.1,56.7,1010.3,56.1,9.7,142.7,12.4,7,0.75,"Rain, Partially cloudy",,Rainy,No
1731,9/26/2024,85,33,,,7,0.353844871,3485,2790,124,6,187,5,9518,8843,275,15,1457,13,2534,1935,70,1,238,1,,,,33.9,25.9,29.2,29.19854199,41.8,25.9,34.4,25.1,79.5,16.27,100,20.83,TRUE,19.1,8.6,8.6,2.9,0.4,110,1010,49.4,9.8,190.4,16.5,-15.4830992,0.78,"Rain, Partially cloudy",FALSE,Rainy,No
1732,9/27/2024,95,36,,,13,0.953124772,,,,,,,,,,,,,,,,,,,,,,33.7,26.8,29.4,29.40234451,43,30.2,35.5,25.5,80.2,0.422,100,20.83,TRUE,25.9,11.7,11.7,4.4,0.5,192.2,1009.8,52.1,9.4,127,11,8,3.390925542,"Rain, Partially cloudy",FALSE,Rainy,No
1733,9/28/2024,78,20,,,13,0.654508081,,,,,,,,,,,,,,,,,,,,,,33.5,26.5,29.8,29.80251669,42.1,26.5,35.9,25.4,77.9,0.549,100,12.5,TRUE,25.2,12.8,12.8,4.5,0.4,167.4,1009.1,40.5,9.7,158.9,13.6,8,0.84,"Rain, Partially cloudy",TRUE,Rainy,Yes
1734,9/29/2024,56,22,,,14,0.204846236,,,,,,,,,,,,,,,,,,,,,,34.7,27.9,30.8,30.80731419,44.7,33.1,38.6,26.1,76.7,0.869,100,8.33,TRUE,24.8,12.5,12.5,6.3,1.3,186.2,1008.3,39.7,9.8,109.4,9.5,6,0.88,"Rain, Partially cloudy",TRUE,Rainy,Yes
1735,9/30/2024,52,18,,,13,0.634973967,5461,942,68,0,8,104,18125,4869,296,8,200,321,5051,1159,58,2,33,42,,,,35.6,25.6,31,31.00513802,46.1,25.6,37.4,25.2,72.5,4.329,100,4.17,TRUE,40.7,17.1,17.1,7.5,1.1,264.5,1006.9,42.6,9.7,184.8,15.9,26.37358593,0.91,"Rain, Partially cloudy",FALSE,Rainy,No
1736,10/1/2024,51,19,,,15,0.363996897,14339,3565,354,26,193,170,48557,18086,1419,101,2769,395,13433,4472,331,21,182,57,444,504,,33,25.1,29.2,29.19353383,44,25.1,34.4,25.3,80.4,2.488,100,20.83,TRUE,27.7,11.5,11.5,5.8,1,179.9,1006.3,55.6,9.5,95.9,8.3,6,,"Rain, Partially cloudy",,Rainy,No
1737,10/2/2024,44,24,,,19,0.596689153,2539,1836,46,2,198,38,7590,8613,89,1,1662,69,1981,1967,18,0,214,8,,,,33.8,25.2,29.5,29.49858336,42.3,25.2,35,25.5,79.9,51.32,100,33.33,TRUE,26.3,10.5,10.5,5.1,0.3,134.1,1008.2,55.1,9.4,110.8,9.7,5,0.98,"Rain, Partially cloudy",FALSE,Rainy,No
1738,10/3/2024,51,19,,,34,0.794178406,7981,2963,209,0,519,32,26015,15661,713,0,3572,101,8232,3562,214,1,289,10,,,,34.1,25.2,28.4,28.39528572,42.9,25.2,32.5,25,82.5,26.001,100,62.5,TRUE,26.6,10.2,10.2,4.5,0.5,109.7,1009.8,62.4,9.8,122.3,10.6,,0,"Rain, Partially cloudy",FALSE,Rainy,No
1739,10/4/2024,52,34,,,20,0.849865637,8563,4219,139,4,448,13,36725,19159,618,5,2999,48,10664,4697,158,1,120,18,,,,31.6,25,27.5,27.49209592,38.2,25,30.1,24.3,83.1,20.833,100,50,TRUE,24.1,10.4,10.4,3.8,0.7,27,1010.8,65.1,9.5,108.5,9.5,5,0.05,,FALSE,Rainy,No
1740,10/5/2024,77,45,,,21,0.055061546,,,,,,,,,,,,,,,,,,,,,,33.1,25.8,29.1,29.0934165,40,25.8,33.3,24.8,78.5,0.113,100,12.5,TRUE,15.8,8,8,3.3,0.2,334.4,1010,41.6,10,161.7,13.9,6,0.08,,TRUE,Rainy,Yes
1741,10/6/2024,88,39,,,16,0.207700925,,,,,,,,,,,,,,,,,,,,,,33.8,26.9,30,30.00103998,41.9,29.8,34.6,23.8,70.8,0.946,100,8.33,TRUE,27.7,10.4,10.4,4.5,1,77,1010.6,38,10,162,14.1,6,,"Rain, Partially cloudy",,Rainy,Yes
