obs_id,date,pm25,pm10,o3,no2,so2,env_index,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,avg_ridership_monthly,avg_ridership_workday_monthly,TCI,tempmax,tempmin,temp,temp_calib,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,rain,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weekend,seasons,holiday
1819,12/23/2024,113,61,20,2,2,0.65388712,16721,4013,184,19,230,18,59066,19605,643,71,1411,91,14333,4304,383,35,103,13,,,,30.4,20.6,25,24.99229284,29.8,20.6,25,15.2,55.4,0,0,0,FALSE,28.8,8.7,8.7,4.9,1.1,23,1012.3,30,10,107.7,9.4,5,0.75,Partially cloudy,FALSE,Cool,No
1820,12/24/2024,120,60,21,2,2,0.223306227,6554,1419,72,2,76,109,25768,8173,430,9,385,524,6149,1261,130,4,22,111,,,,31.7,22.3,26.5,26.49265263,33.1,22.3,26.9,17.7,59.5,0,0,0,FALSE,27,7.1,7.1,3.9,0.4,3.1,1012.3,22.9,9.5,125.2,10.8,6.358748171,0.78,Partially cloudy,FALSE,Cool,No
1821,12/25/2024,117,61,16,2,2,0.110119699,26194,6286,254,37,213,75,84078,26407,656,97,1246,235,21881,6411,174,36,229,29,,,,31.3,22.7,26.8,26.78997587,32.4,22.7,27.1,17.8,58.8,0,0,0,FALSE,26.6,11.2,11.2,4.5,0.9,352.4,1013.2,48.9,9.8,112.9,9.7,5,0.82,Partially cloudy,FALSE,,No
1822,12/26/2024,125,51,15,1,2,0.20340243,,,,,,,,,,,,,,,,,,,,,,31.2,24.5,27.6,27.58777778,32.7,24.5,28.4,18.3,57.5,0,0,0,FALSE,26.3,9.8,9.8,4.7,1.7,348.5,1013.9,66.7,9.9,109.5,9.4,5,0.85,Partially cloudy,FALSE,Cool,No
1823,12/27/2024,124,40,13,1,2,0.976537763,7457,2139,76,2,137,11,36597,11555,276,1,885,49,9758,2815,61,0,120,21,,,,33.9,25.5,29.2,29.21280079,36.6,25.5,30.9,20.5,60.1,0,0,0,FALSE,24.1,11.2,11.2,4.3,0.7,23.4,1013.6,55.8,9.8,121.2,10.4,6,0.88,,FALSE,Cool,No
1824,12/28/2024,87,36,16,1,2,0.384606012,,,,,,,,,,,,,,,,,,,,,,32.6,25.7,28.7,28.70981532,34.3,25.7,30.2,20.2,61.1,0,0,0,FALSE,36.4,11,11,4.8,0.8,63.7,1014.4,52.1,10,97.3,8.5,,0.91,Partially cloudy,TRUE,Cool,Yes
1825,12/29/2024,77,,,,2,0.172938362,,,,,,,,,,,,,,,,,,,,,,31.8,23.5,27.3,27.30201125,33.6,23.5,27.8,17.6,56,0,0,0,,27.7,9.3,9.3,5.4,1.3,59.5,1014.4,26,10,115.7,10,6,0.94,Partially cloudy,TRUE,Cool,Yes
1826,12/30/2024,,,,,1,0.561313724,,,,,,,,,,,,,,,,,,,,,,32.8,23.7,27.7,27.71367728,34.9,23.7,28.1,17.7,55.6,0,0,0,FALSE,22,9.7,9.7,4.3,0.1,27.8,1013.6,15.8,10,136,11.6,,0.98,Clear,FALSE,Cool,no
1827,12/31/2024,,51,17,1,2,0.429298072,,,,,,,,,,,,,,,,,,,,,,32.1,22.5,26.8,26.7971596,32,22.5,26.9,16.6,55.2,0,0,0,FALSE,26.6,9.3,9.3,3.7,0.5,1.7,1013.2,44.9,10,134.1,11.6,6,0,,FALSE,Cool,No
1828,1/1/2025,116,50,15,2,2,0.619342765,,,,,,,,,,,,,,,,,,,481,538,,32.3,22.9,27.1,27.10146818,32.9,22.9,27.4,17.3,56.1,0,0,0,FALSE,22,7.5,7.5,4.9,1.1,357.6,1011.5,39,9.9,140.9,12.1,6,0.05,Partially cloudy,FALSE,Cool,Yes
1829,1/2/2025,119,56,19,2,2,0.789212794,2460,565,87,1,34,550,9981,3521,257,1,129,1486,2458,907,44,0,23,398,,,,33.3,21.4,27.2,27.20687595,33.6,21.4,27.5,17,55.2,0,0,0,FALSE,25.9,9.1,9.1,4.2,0.8,7.6,1011.5,44.2,10,138.8,12,6,0.08,Partially cloudy,FALSE,Cool,No
1830,1/3/2025,120,58,24,1,2,0.76969903,4592,2398,104,1,207,0,17506,10051,192,4,1409,2,4851,2720,78,0,293,0,,,,33.1,23.2,27.5,27.51088053,33.6,23.2,28,17.6,55.9,0,0,0,,31,8.8,8.8,4,1,8.3,1012.1,26.1,9.9,118.8,10.3,5,0.12,Partially cloudy,,Cool,No
1831,1/4/2025,114,62,22,2,2,0.213776361,,,,,,,,,,,,,,,,,,,,,,31.9,24,27.3,27.30692593,32.7,24,27.5,16.9,53.9,0,0,0,FALSE,25.9,9.8,9.8,5.2,1.9,22.1,1011.8,44.5,9.9,131.9,11.4,5,0.15,Partially cloudy,TRUE,Cool,Yes
1832,1/5/2025,119,68,22,2,2,0.899653657,,,,,,,,,,,,,,,,,,,,,,31.1,22.7,26.6,26.61329879,32.2,22.7,26.5,14.6,48.8,0,0,0,,33.1,11.4,11.4,5.2,0.8,15,1013.7,53.7,9.9,126.2,10.9,5,0.19,Partially cloudy,TRUE,Cool,Yes
1833,1/6/2025,127,69,20,2,2,0.654528733,14567,2646,224,88,99,544,39671,13339,833,152,851,2487,9359,3200,210,44,180,663,,,,32,21.2,26.1,26.0856789,31.2,21.2,25.8,13.3,46.6,0,0,0,FALSE,24.1,8.3,8.3,4.7,1.1,17.8,1013,46.4,9.8,124.9,10.9,5,0.22,Partially cloudy,FALSE,Cool,NO
1834,1/7/2025,143,79,21,2,2,0.949959437,,,,,,,,,,,,,,,,,,,,,,32.4,21,26.5,26.50634647,31.8,21,26.2,14.3,49.5,0,0,0,FALSE,20.9,10,10,4.2,0.1,43.7,1012.4,17.1,9.3,99.1,8.4,26.37358593,0.25,Clear,FALSE,Cool,NO
1835,1/8/2025,154,65,18,1,2,0.7627843,5244,1964,1,0,48,20,17263,7003,1,0,288,152,4365,1541,2,0,30,31,,,,33.3,22.3,27.3,27.30325143,34.2,22.3,27.6,16.6,53.6,0,0,0,FALSE,24.8,7.7,7.7,3.6,0.5,92.5,1011.9,22.1,8.8,97.8,8.7,6,0.3,,,Cool,No
1836,1/9/2025,132,56,23,1,2,0.681162449,10087,2603,100,35,101,85,37435,13390,614,105,885,359,10866,3341,138,20,123,97,,,,32.9,23.8,28,27.97485425,33.8,23.8,28.3,17.7,55.2,0,0,0,FALSE,25.6,10.3,10.3,4.8,0.2,84.4,1013,26.6,9.3,98.5,8.5,,0.33,,FALSE,Cool,
1837,1/10/2025,105,54,22,1,2,0.683198068,5932,1155,140,1,37,71,17021,6006,451,1,261,246,3836,1208,89,0,37,61,,,,31.1,23.7,27.2,27.18001753,33.1,23.7,27.7,17.7,56.7,0,0,0,FALSE,40.7,14.4,14.4,6.6,0.9,60.7,1015.4,22.3,9.6,107.5,9.1,6,,Partially cloudy,FALSE,Cool,No
1838,1/11/2025,83,57,18,3,2,0.40585944,,,,,,,,,,,,,,,,,,,,,,29.9,21.7,25.6,25.59108983,31.2,21.7,25.6,15.5,54.4,0,0,0,FALSE,40,18.9,18.9,8,3.8,63.2,1016.9,49.1,10,103.6,9,6,0.4,Partially cloudy,TRUE,Cool,Yes
1839,1/12/2025,98,66,20,2,2,0.024271048,,,,,,,,,,,,,,,,,,,,,,27.6,19.5,22.9,22.9168009,27.9,19.5,23,12.6,52.8,0,0,0,,34.9,11.3,11.3,6.7,3,29.6,1017.6,43.8,10,98.5,8.4,5,0.44,Partially cloudy,TRUE,Cool,Yes
1840,1/13/2025,128,73,21,2,2,0.460677366,4457,1315,237,1,43,26,18770,8354,891,10,486,76,5699,2073,199,2,58,12,,,,28.6,18,23,22.99864166,28.3,18,22.9,11.8,50.3,0,0,0,FALSE,26.3,8.2,8.2,4,0.8,347.5,1015.4,23.8,9.9,106.3,9.2,4,0.47,,FALSE,Cool,No
1841,1/14/2025,146,70,18,3,2,0.85033966,4334,1269,122,1,319,42,14105,5636,471,3,5563,81,5875,1161,77,0,472,0,,,,28.8,19,24.2,24.18845227,29,19,24.1,14.2,55,0,0,0,FALSE,25.2,8.6,8.6,5,0.5,334.6,1014.7,33.8,9.6,114.8,9.9,5,0.454827494,Partially cloudy,FALSE,Cool,No
1842,1/15/2025,142,50,20,3,2,0.366401646,4863,1175,214,5,59,30,14847,4747,753,27,400,89,4333,1162,184,6,30,14,,,,32.8,20.8,26.8,26.78321217,34.4,20.8,27.2,15.6,50.9,0,0,0,FALSE,33.8,10.5,10.5,5.7,0.9,346.6,1014.1,29.4,9.5,114.7,9.8,5,,Partially cloudy,FALSE,,No
1843,1/16/2025,101,54,17,3,2,0.379461033,9304,1511,150,9,34,102,37109,8804,539,40,322,444,9179,2135,122,5,61,137,,,,31.9,25.1,27.7,27.69932146,34,25.1,28.3,18.2,56.7,0,0,0,FALSE,32,10.6,10.6,5.7,2,21.4,1014.2,45.2,9.9,129.9,11.3,6,0.57,Partially cloudy,FALSE,Cool,No
1844,1/17/2025,99,66,22,1,2,0.511690832,4509,2565,18,4,138,331,15241,11263,81,5,1162,936,3528,2117,17,0,125,263,,,,30.8,22.7,26.3,26.29647056,31.1,22.7,26.4,16.2,54.5,0,0,0,FALSE,29.9,10.5,10.5,5.4,1.2,51.2,1013.8,42.5,10,129.8,11.3,,0.6,Partially cloudy,FALSE,Cool,No
1845,1/18/2025,128,70,20,2,2,0.057069291,,,,,,,,,,,,,,,,,,,,,,32.6,21.5,26.3,26.31055143,31.4,21.5,26.1,14.4,50,0,0,0,FALSE,23.8,10.4,10.4,4.3,0.7,26.9,1012.4,33.6,9.8,132.4,11.5,6,0.64,,,Cool,Yes
1846,1/19/2025,147,72,22,2,2,0.492955856,,,,,,,,,,,,,,,,,,,,,,32.6,21.7,26.5,26.50894527,31.6,21.7,26.2,13.9,47.7,0,0,0,FALSE,23.8,8.9,8.9,3.6,0.6,355.8,1011.3,33.5,9.7,124.4,10.7,6,,Partially cloudy,TRUE,,Yes
1847,1/20/2025,150,80,23,1,2,0.272901937,4894,1222,122,3,60,160,21640,6155,452,8,383,653,5748,1601,123,0,42,144,,,,33.2,21.2,26.6,26.59767888,32.4,21.2,26.5,15.3,52.1,0,0,0,FALSE,19.8,7.2,7.2,3.6,0.1,3.2,1010.4,25.4,9.4,122.3,10.6,6,0.7,Partially cloudy,FALSE,Cool,No
1848,1/21/2025,157,76,22,2,2,0.753544662,9668,2823,410,2,129,12,37540,17208,1642,5,1073,86,9081,3740,365,0,109,21,,,,33.2,21.7,26.8,26.78704356,32.7,21.7,26.7,15.6,52.7,0,0,0,,25.9,8.3,8.3,3.9,0.5,80.4,1010.6,12.8,8.9,132.8,11.5,6,0.73,,FALSE,Cool,No
1849,1/22/2025,164,77,23,1,2,0.52537759,4742,1168,16,0,53,52,16335,5191,73,3,287,167,4104,1434,24,1,43,26,,,,33.7,22.2,27,27.01209233,33.4,22.2,27.1,16.9,56.6,0,0,0,FALSE,24.1,6.4,6.4,3,0,117,1010.7,16.3,8.6,137.5,12,6,,Clear,FALSE,Cool,No
1850,1/23/2025,172,77,24,2,2,0.761669945,2961,1284,41,0,200,4,10993,9072,167,0,3293,19,2875,2296,42,0,397,3,,,,33.9,21.6,26.9,26.90534735,33.9,21.6,27.2,17.9,60.1,0,0,0,FALSE,16.6,12.5,12.5,3.6,0.5,227.7,1011.1,20.6,7.6,116.4,10.1,,0.8,Partially cloudy,FALSE,Cool,No
1851,1/24/2025,166,71,24,2,2,0.598367428,15507,3069,186,11,113,202,54889,15309,815,48,658,1069,11416,3008,203,7,124,304,,,,34.1,22.3,27.7,27.71540665,35.5,22.3,28.3,18.9,61.3,0,0,0,FALSE,15.8,7.6,7.6,3.1,0.4,143.8,1009.7,19.1,6.7,103.3,8.9,5,0.83,Clear,,Cool,No
1852,1/25/2025,161,60,23,1,2,0.671151233,,,,,,,,,,,,,,,,,,,,,,35.4,23.3,28.3,28.29705251,38.8,23.3,29.5,20.6,65.3,0,0,0,FALSE,22,8.2,8.2,4.1,0.8,173.3,1009.2,18.8,7.4,129.6,11.1,6,0.86,Clear,TRUE,Cool,
1853,1/26/2025,128,55,17,1,2,0.262381343,,,,,,,,,,,,,,,,,,,,,,34.6,23.3,28.6,28.59170611,36.9,23.3,30.4,22,70.4,0,0,0,FALSE,19.4,8.6,8.6,4.5,0.5,173.2,1009.5,22.5,8,141,12.3,6,0.89,Partially cloudy,TRUE,Cool,Yes
1854,1/27/2025,100,54,19,1,2,0.029633525,6421,4165,25,10,929,4,22673,16243,102,23,5570,26,6656,4475,32,3,1015,11,,,,29.5,22.8,26.2,26.20433701,29.8,22.8,26.4,17.4,59.8,0,0,0,TRUE,39.6,14.2,14.2,7.4,1.7,58,1011.6,35.4,9.6,136,11.8,6,0.93,Partially cloudy,FALSE,Cool,No
1855,1/28/2025,101,59,20,2,2,0.968316909,5732,1275,64,0,25,34,18434,5391,340,2,240,165,4417,1075,61,0,30,50,,,,30.4,22.6,25.6,25.5925113,30.2,22.6,25.6,14.9,51.9,0,0,0,FALSE,29.5,13.7,13.7,6,0.7,71.8,1014.3,57.6,9.9,140.4,12,6,0.96,Partially cloudy,FALSE,Cool,No
1856,1/29/2025,109,66,21,1,2,0.996184403,7799,1669,109,16,38,99,30145,7733,575,47,249,858,7315,1801,154,12,36,184,,,,29.9,21.8,25.5,25.49558074,29.4,21.8,25.5,14.9,52.5,0,0,0,FALSE,26.3,13.5,13.5,5.2,0.9,65.9,1015.5,54.7,10,148.1,12.8,7,0,Partially cloudy,FALSE,,No
1857,1/30/2025,121,67,22,2,2,0.534402847,3615,1453,138,77,34,78,14958,4993,542,296,195,546,3541,1106,145,86,49,152,,,,31.7,20.7,26.1,26.09660844,31.4,20.7,26,15.7,54.6,0,0,0,FALSE,23.4,9.2,9.2,3.9,0.4,76.3,1012.5,40.5,9.6,145.6,12.7,7,0.02,Partially cloudy,FALSE,Cool,No
1858,1/31/2025,160,64,19,2,2,0.975810614,4744,1174,91,0,69,30,12869,4008,386,3,605,158,2786,783,83,0,48,21,,,,33.2,22.2,27.1,27.09065744,33,22.2,27.2,17.7,59.4,0,0,0,FALSE,18,8.1,8.1,3.4,0.3,163.8,1010.9,23.4,8.7,148.5,12.7,6,0.06,PartiaLLy CloUdy,FALSE,Cool,
1859,2/1/2025,156,56,20,1,2,0.73831681,,,,,,,,,,,,,,,,,,,461,520,,33.9,23.3,28.2,28.21278038,35.3,23.3,28.8,19.8,63.4,0,0,0,FALSE,16.2,7.6,7.6,4.6,0.5,180.8,1009.2,19.2,8.1,140.8,12.3,6,0.1,Clear,TRUE,Cool,Yes
1860,2/2/2025,142,63,25,3,2,0.840130479,,,,,,,,,,,,,,,,,,,,,,35.2,22.9,28.5,28.48923124,37.3,22.9,29.9,21.3,68.1,0,0,0,FALSE,17.3,9.4,9.4,5.4,2.3,171.3,1008.6,13.4,8.2,147,12.9,26.37358593,0.13,Clear,TRUE,Cool,Yes
1861,2/3/2025,139,53,18,1,2,0.728205317,6433,2252,193,9,83,11,17710,8909,815,50,806,49,5879,2690,221,16,62,9,,,,34.7,24.1,29,29.00731779,38.3,24.1,31.3,22.8,71.7,0,0,0,FALSE,20.5,9.3,9.3,5.6,2.8,168,1009,19.8,7.3,143.8,12.4,6,0.17,Clear,,Cool,No
1862,2/4/2025,122,63,19,1,2,0.673097098,4437,1250,80,1,40,41,15556,5890,179,10,208,194,3707,1166,60,1,30,51,,,,33.5,26,29,29.01805164,35.9,26,30.9,21.6,66.8,0,0,0,TRUE,38.2,10.8,10.8,6.3,3.3,105.1,1011.2,25,8.5,136.8,11.8,5.724557236,0.2,Partially cloudy,FALSE,Cool,No
1863,2/5/2025,134,56,22,2,2,0.240476059,3861,1103,71,23,29,178,13582,5077,213,107,155,745,3701,777,99,19,15,134,,,,33.8,25.4,28.8,28.78667271,36.6,25.4,30.1,19.7,58.9,0,0,0,FALSE,31.3,9.3,9.3,5.2,1.9,112.1,1010.5,28.6,9.8,151.7,13.1,6,0.25,Partially cloudy,FALSE,Cool,No
1864,2/6/2025,108,58,23,1,2,0.06015988,4465,2220,8,11,128,248,13176,10256,32,17,930,711,3379,2235,11,0,73,158,,,,33.2,25.4,28.7,28.70484177,37.1,25.4,31,22.8,72,0,0,0,FALSE,22.3,9.3,9.3,5.5,0.8,176.4,1009.7,29.6,9.1,151.8,13.3,,0.27,,,Cool,No
1865,2/7/2025,118,53,18,,2,0.24709628,10377,3998,275,40,672,15,33412,15940,998,217,8160,57,9612,3828,289,27,992,9,,,,33.9,25.1,28.9,28.90224567,39,25.1,31.8,23.2,72.4,0,0,0,TRUE,25.6,9.1,9.1,5.4,0.8,177,1010.4,42.6,8.9,121.3,10.5,5,0.31,Partially cloudy,FALSE,,No
1866,2/8/2025,115,44,19,1,2,0.543455522,,,,,,,,,,,,,,,,,,,,,,33.9,26.6,29.4,29.40456666,35.2,26.6,30.9,20,59.8,0,0,0,TRUE,38.5,14.6,14.6,7.2,2.1,97.9,1011.6,36.5,9.2,159.1,13.8,6,0.34,Partially cloudy,,Cool,Yes
1867,2/9/2025,86,52,19,2,2,0.553303352,,,,,,,,,,,,,,,,,,,,,,31.7,23.5,27.3,27.29821515,32.6,23.5,27.6,16.6,52.5,0,0,0,FALSE,37.1,13.7,13.7,7.2,1.3,58,1012.8,33.2,9.9,167.5,14.4,6,0.38,Partially cloudy,TRUE,Cool,Yes
1868,2/10/2025,86,62,21,2,2,0.627524041,14751,3800,60,1,170,425,47716,20092,129,1,2079,1082,12854,4493,27,4,282,317,,,,33.1,22.8,27.3,27.30227959,33.5,22.8,27.4,16.3,52.3,0,0,0,FALSE,24.1,12.6,12.6,5.9,1.6,26.2,1012.8,18.4,10,172,15,7,0.42,Clear,FALSE,Cool,No
1869,2/11/2025,126,69,22,2,2,0.081946804,22118,5749,344,18,376,100,74328,29100,1260,40,4158,259,21098,6205,287,13,505,62,,,,35.3,22.3,28.3,28.29057905,35.4,22.3,28.5,16.6,51.2,0,0,0,FALSE,18.7,8.9,8.9,3.6,0.3,89,1011.9,36.1,10,174.1,15.1,7,0.45,Partially cloudy,FALSE,,No
1870,2/12/2025,160,63,26,2,2,0.302540537,,,,,,,,,,,,,,,,,,,,,,36,24.2,29.3,29.30017894,37.4,24.2,30.2,19,56.3,0,0,0,FALSE,18.7,5.9,5.9,3,0,289.7,1011.1,34.3,8.7,128,11.2,6,3.390925542,Partially cloudy,FALSE,Cool,Yes
1871,2/13/2025,153,61,23,2,2,0.250898571,5689,986,162,38,21,145,19607,4829,552,95,144,1217,4380,987,133,20,5,352,,,,35.5,25.4,29.8,29.80971583,37.7,25.4,32,21.5,63.3,0,0,0,,17.6,9.8,9.8,5.8,0.6,172.7,1010.7,15.6,8.6,155.7,13.4,7,,Clear,FALSE,,No
1872,2/14/2025,137,59,23,2,2,0.571025639,9236,3238,67,4,99,12,36285,15515,251,17,1551,52,10178,3552,48,5,167,12,,,,34.8,25.7,29.5,29.48934003,39.7,25.7,33,23.6,72.2,0,0,0,FALSE,21.2,11.4,11.4,6.4,0.4,174.5,1010.2,27.8,8.7,122.9,10.7,6,0.55,Partially cloudy,FALSE,Cool,No
1873,2/15/2025,130,61,26,2,2,0.728557689,,,,,,,,,,,,,,,,,,,,,,36.4,25.5,30.1,30.10159996,40.4,25.5,33.1,23,68.7,0,0,0,FALSE,19.8,9.3,9.3,5.3,0.9,196.8,1009.1,30.9,8.7,162,14.1,6,,Partially cloudy,TRUE,Cool,Yes
1874,2/16/2025,123,53,21,1,2,0.728958898,,,,,,,,,,,,,,,,,,,,,,36,24.8,29.9,29.9156731,38.3,24.8,32.7,22.7,68.8,0,0,0,FALSE,25.6,13.4,13.4,6.6,1.9,193.2,1009.6,17.6,9.1,267.8,23.2,9,0.62,Clear,TRUE,,Yes
1875,2/17/2025,94,48,19,2,2,0.099436974,9065,2067,30,0,94,4,30070,9604,174,0,1488,25,7311,2104,35,0,115,8,,,,34.1,26.8,29.6,29.58890826,38.9,29.9,34.1,24.1,73.5,0.058,100,4.17,TRUE,29.5,16.6,16.6,7.4,0.8,174.3,1011.5,37.4,9.5,147.3,12.6,6,0.65,"Rain, Partially cloudy",FALSE,Cool,No
1876,2/18/2025,74,48,16,2,2,0.330695663,12084,5432,16,3,1155,3,26518,18300,62,6,6845,8,7671,4197,21,0,1349,3,,,,32.9,26.9,28.5,28.49986256,38,29.8,32.6,24.2,78.2,12.723,100,16.67,TRUE,31.3,9.3,9.3,5.7,0.6,180.5,1012.2,46.3,9.8,107.3,9.3,4,0.662069314,"Rain, Partially cloudy",,Cool,No
1877,2/19/2025,91,47,18,2,2,0.748945687,2233,554,76,10,30,175,9003,2905,278,29,202,993,2679,654,33,2,41,264,,,,32.9,26.4,29.2,29.2214488,39.9,26.4,33.5,24.3,75.7,5.754,100,8.33,TRUE,21.2,8.8,8.8,5,0.8,170.4,1011.7,39.6,9.8,162,14.2,6,0.71,"Rain, Partially cloudy",,Cool,No
1878,2/20/2025,112,49,15,2,2,0.124461916,6714,1621,89,7,162,78,20186,7269,381,28,1442,367,5362,1407,82,3,52,41,,,,34.4,26,29.9,29.89218544,40.2,26,33.8,23.5,69.9,0.019,100,4.17,TRUE,23.4,8.3,8.3,4,0.7,152.9,1011.5,33.9,9.9,150,12.9,6,0.75,"Rain, Partially cloudy",FALSE,Cool,No
1879,2/21/2025,126,48,16,2,2,0.598098782,4578,1943,259,25,307,328,17895,10513,962,87,3581,925,4601,2376,211,43,296,219,,,,31.3,27.2,29,28.98801233,37.5,30.9,33.8,24.5,77.3,6.12,100,8.33,TRUE,29.5,10.9,10.9,5.7,0.7,174.8,1012.3,32.4,8.8,115.4,9.9,6,0.75,"Rain, Partially cloudy",,,No
1880,2/22/2025,116,43,16,,2,0.824901572,,,,,,,,,,,,,,,,,,,,,,34.8,26.1,30.1,30.10720354,38.4,26.1,33.7,23.5,69.8,0.277,100,12.5,TRUE,25.6,10,10,4.8,0.7,96.6,1012.5,41.3,9.2,154.7,13.4,6,0.81,"Rain, Partially cloudy",TRUE,Cool,Yes
1881,2/23/2025,106,30,13,,2,0.021028182,,,,,,,,,,,,,,,,,,,,,,34.5,26.8,30.7,30.70058506,39.4,30,34.4,22.8,65,0.096,100,8.33,TRUE,34.9,13.6,13.6,5.4,0.3,85.6,1013.1,46.6,9.6,160.5,13.9,6,0.84,"Rain, Partially cloudy",TRUE,Cool,Yes
1882,2/24/2025,80,39,9,1,2,0.263759177,7011,2036,184,14,87,123,29093,10105,751,51,450,628,7104,2036,213,9,62,163,,,,30.2,25.9,27.5,27.49349598,33,25.9,28.9,21.6,71,2.152,100,12.5,TRUE,41.4,14.1,14.1,8.6,4.7,64.7,1015.3,69.9,9.9,75.8,6.5,4,0.88,"Rain, Partially cloudy",,CooL,No
1883,2/25/2025,84,32,12,1,2,0.071250503,7352,2508,56,6,113,19,23956,10649,164,36,969,55,6073,2566,53,4,103,17,,,,31.1,24.4,26.6,26.58628941,33.3,24.4,27.1,20.1,68.3,0.176,100,12.5,,31.7,17.5,17.5,7.9,1.4,339.1,1016.8,59.5,9.9,117.5,10.1,,0.91,"Rain, Partially cloudy",FALSE,Cool,No
1884,2/26/2025,80,40,15,1,2,0.910113731,3863,1106,238,29,40,62,16030,4979,1156,89,283,223,3938,1152,235,22,38,24,,,,32.7,22.9,27.5,27.51270759,37,22.9,28.9,20.2,65.5,0,0,0,FALSE,30.6,12.1,12.1,7.1,4.6,326.4,1015.5,40.4,10,163.6,14.1,,0.94,Partially cloudy,FALSE,Cool,No
1885,2/27/2025,100,45,18,1,2,0.125339304,10431,3371,216,25,230,129,39997,15655,757,99,2321,555,10843,3645,226,35,221,125,,,,35.5,25,30.1,30.0987108,38,25,32.4,21.5,61.8,0,0,0,FALSE,22,8.9,8.9,4.5,1.7,316.7,1012.6,35,10,190,16.2,7,,Partially cloudy,FALSE,Cool,No
1886,2/28/2025,108,42,19,1,2,0.057612261,6508,1791,104,1,137,137,23998,8523,420,1,772,525,5673,2037,141,0,106,107,,,,34.3,27.2,30.1,30.09700675,40.4,31,34.6,23.6,69.3,0,0,0,FALSE,22.7,20.5,20.5,9.1,3.7,180.8,1011.3,29.8,9.9,147.3,12.7,7,0,Partially cloudy,FALSE,Cool,
1887,3/1/2025,84,41,19,1,2,0.054728116,,,,,,,,,,,,,,,,,,,411,466,,34.5,27.3,29.9,29.88559855,41.4,30.9,35.4,24.7,74.8,0.773,100,4.17,TRUE,28.8,18,18,8.5,4.6,180.1,1010.2,37.2,10,165.2,14.2,7,0.04,"Rain, Partially cloudy",TRUE,Hot,Yes
1888,3/2/2025,77,42,17,2,2,0.965029519,,,,,,,,,,,,,,,,,,,,,,35,27.2,30.3,30.302467,41.7,30.8,35.6,24.4,72.1,0,0,0,,29.5,10.6,10.6,7.7,3.4,176.8,1008.4,30.3,10,189.1,16.4,7,0.08,Partially cloudy,TRUE,Hot,Yes
1889,3/3/2025,79,43,22,2,2,0.816175385,,,,,,,,,,,,,,,,,,,,,,34.6,27.7,30.4,30.40071453,41.3,32.3,36,24.7,72.7,0,0,0,FALSE,32.8,21.8,21.8,9.4,4.1,183.1,1008.1,28.4,10,163.9,14.2,6,0.11,Partially cloudy,FALSE,Hot,No
1890,3/4/2025,74,45,20,2,2,0.830919405,15831,3383,108,14,118,91,49513,16088,423,50,613,472,11039,3264,91,16,73,65,,,,35.5,27.6,30.3,30.30475808,39.6,31.9,34.7,23.5,68.9,0,0,0,FALSE,34.9,21.9,21.9,10.8,4.7,178.3,1007.7,29.1,10,175.7,15.2,,0.15,Partially cloudy,FALSE,Hot,
1891,3/5/2025,65,44,24,1,2,0.820957199,7382,1459,223,3,37,168,21405,7138,884,17,346,705,5481,1615,202,1,42,153,,,,34.9,27.6,30.4,30.39662133,42.4,31.4,35.9,24.5,72,0,0,0,,32.4,12.2,12.2,8.8,3.9,177,1007.2,28.1,10,177.5,15.3,8,0.18,,FALSE,Hot,No
1892,3/6/2025,67,35,12,,1,0.941916207,9107,3395,110,0,160,10,28912,12757,389,0,1154,55,8300,3090,103,0,133,10,,,,34.3,27.2,30.1,30.08932401,41.7,30.8,35.2,24.2,72.2,0,0,0,FALSE,31,14,14,7.7,1.6,183.9,1008.4,24.4,10,192.5,16.8,7,0.25,pARtiAlly cLoUDy,FALSE,Hot,No
1893,3/7/2025,72,32,13,1,1,0.22751401,9860,3583,39,0,157,5,35835,15437,137,4,1754,30,10523,3677,35,1,146,6,,,,34,25.6,28.8,28.78231828,39.6,25.6,32.5,24.2,77.6,5.748,100,33.33,TRUE,28.8,13.9,13.9,7.3,2.1,130.5,1009.2,59.7,9.5,58.8,5.1,3,0.25,"Rain, Partially cloudy",,Hot,No
1894,3/8/2025,80,38,9,1,1,0.013036015,11407,3329,130,44,258,3,27062,11857,421,146,2266,16,5734,2600,100,26,197,5,,,,31.2,25.1,27.6,27.6032962,36.4,25.1,29.4,22.4,74.2,0,0,0,TRUE,34.6,13.1,13.1,7.8,3.4,71,1011.3,51.8,9.9,170.5,14.9,,0.269383404,Partially cloudy,TRUE,Hot,Yes
1895,3/9/2025,85,50,20,1,3,0.597552857,,,,,,,,,,,,,,,,,,,,,,35.6,25.2,29.5,29.51283898,37.8,25.2,31.3,21.1,62.4,0,0,0,,26.3,13.3,13.3,5.8,1.4,52.7,1012.3,42.7,10,178.7,15.5,,0.32,Partially cloudy,TRUE,Hot,Yes
