obs_id,date,daily_ktCO2,pm25,pm10,o3,no2,so2,env_index,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,avg_ridership_monthly,avg_ridership_workday_monthly,TCI,tempmax,tempmin,temp,temp_calib,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,rain,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weekend,seasons,holiday
1420,11/20/2023,47.434781,104,53,31,7,,0.62885562,12469,2854,120,6,68,48,41132,13508,608,26,1134,233,11765,3901,170,6,152,45,,,25.97,31.5,21.2,26.3,26.30975161,32.7,21.2,26.8,17.5,59,0,0,0,,23.8,13.4,13.4,7.5,0.7,31.5,1013.7,31.8,9.8,139.4,12.1,,0.25,Partially cloudy,FALSE,Cool,NO
1421,11/21/2023,50.472851,103,54,29,15,,0.704341723,5226,1533,128,16,123,113,22445,8482,568,62,425,402,5080,1611,111,12,41,109,,,31.61,32.2,23,27.5,27.48229163,33.7,23,28.3,18.9,60.6,0,0,0,FALSE,24.8,13.4,13.4,7.4,1.5,4,1011.9,47.5,9.9,132.4,11.5,6,0.28,parTIAlLY CLoUdY,,,No
1422,11/22/2023,50.898835,119,54,21,23,,0.045965906,7087,1821.4,45,1,47,58,22771,9005,217,1,362,237,7263,1945,42,0,38,30,,,33.89,33.4,23.5,28.4,28.40887428,35.6,23.5,29.9,20.5,63.7,0,0,0,FALSE,20.5,12.5,12.5,6.8,1.1,11.6,1010.6,51.7,10,127.7,10.9,6,0.31,Partially cloudy,FALSE,Cool,nO
1423,11/23/2023,51.305624,111,55,5,19,,0.270640609,4763,1025,94,0,43,26,14010,5070,346,3,365,191,3837,1207,101,0,27,36,,,29.05,33.2,24,28.8,28.8165648,34.8,24,30.1,20,60.2,0,0,0,FALSE,27.7,12.5,12.5,7.2,0.7,36.5,1010.4,38.5,10,124.2,10.7,6,0.35,Partially cloudy,FALSE,Cool,No
1424,11/24/2023,50.532726,110,42,25,4,,0.939532867,12152,2804,143,0,101,45,38016,12766,661,5,967,226,10582,3270,134,0,77,46,,,59.66,33.5,24.7,28.7,28.71842997,37.1,24.7,30.4,20.9,63.7,0,0,0,,38.9,15.2,15.2,9.1,2.5,47.3,1011.2,38.9,10,121.6,10.4,5,0.39,Partially cloudy,FALSE,Cool,No
1425,11/25/2023,48.742489,84,49,26,13,,0.572451567,,,,,,,,,,,,,,,,,,,,,,32.7,23.5,28.2,28.20282308,33.9,23.5,29.2,19.3,59.6,0,0,0,FALSE,37.1,14.3,14.3,9.1,2.8,49.9,1012,50.1,10,98.3,8.3,5,0.42,Partially cloudy,TRUE,Cool,yES
1426,11/26/2023,46.640995,100,30,18,9,,0.618697572,,,,,,,,,,,,,,,,,,,,,,32.8,25.2,29.2,29.19893544,36.5,25.2,31.3,20.7,60.9,0.066,100,4.17,TRUE,33.5,13.4,13.4,8,1.1,24.4,1012.4,54.3,9.9,99.9,8.6,4,,,TRUE,Cool,Yes
1427,11/27/2023,47.502135,74,51,26,2,,0.521727205,5377,1022,68,16,33,60,15043,4247,224,69,198,209,4744,1035,80,20,31,52,,,,32.3,25.5,28.8,28.81344956,35.9,25.5,30.8,21.7,66.8,0.606,100,8.33,TRUE,42.5,21.2,21.2,10.1,0.8,48.5,1012.1,56.3,9.9,96.9,8.5,5,,"Rain, Partially cloudy",,COoL,No
1428,11/28/2023,50.912,105,62,23,1,,0.87517464,10429,2190,140,6,79,120,35765,9109,685,20,406,578,8191,1978,147,7,50,97,,,,31.6,24.2,27.5,27.49837827,33,24.2,28,18.3,58.1,0,0,0,FALSE,48.2,17.6,17.6,8.7,0.9,37.4,1011.8,43.7,10,121.4,10.4,5,0.53,Partially cloudy,FALSE,Cool,
1429,11/29/2023,49.148646,133,57,19,1,,0.928730749,3630,806,110,41,24,100,10417,3076,447,174,162,631,2673,640,105,44,8,147,,,,31.7,23.7,27.4,27.38774254,33.1,23.7,28.1,18.8,60.2,0,0,0,FALSE,22.7,17,17,8.3,0.9,14.3,1012,45.5,9.7,100.4,8.7,5,0.56,pARtIalLY cLOudy,FALSE,Cool,No
1430,11/30/2023,49.018159,119,42,18,4,,0.945850018,4988,1096,45,2,30,38,13754,4068,170,4,228,159,3421,971,45,0,37,33,,,,34,25,29.3,29.30005678,37.6,25,31,20.5,60.3,0,0,0,FALSE,27.4,16.1,16.1,8.6,1.3,40.5,1012.1,41.6,9.8,145.4,12.6,6,,Partially cloudy,FALSE,,No
1431,12/1/2023,58.960404,84,39,15,1,,0.503712641,5581,1249,217,6,50,341,22628,6816,981,10,336,1512,4683,1299,241,0,47,269,404,466,,33.5,26.2,29.6,29.59846297,38.6,26.2,32.8,22.2,65,0,0,0,,37.4,18,18,8.4,0.1,31.9,1011.3,37.5,10,93.7,8,4,0.62,Partially cloudy,,Cool,
1432,12/2/2023,58.373594,69,34,20,,,0.395872384,,,,,,,,,,,,,,,,,,,,,,32.4,24.5,28.9,28.88910532,38.7,24.5,32.2,23.6,74.2,2.309,100,4.17,TRUE,42.1,17.1,17.1,7.2,0.5,59.6,1011.7,43.6,9.9,106.8,9.2,,0.65,"Rain, Partially cloudy",TRUE,Cool,Yes
1433,12/3/2023,55.79742,72,30,18,6,,0.297359491,,,,,,,,,,,,,,,,,,,,,,33.3,26.2,29.5,29.50750256,41.6,26.2,33.4,23.3,70.2,2.678,100,8.33,,37.1,17.9,17.9,8.2,0.8,52.6,1011.5,49.1,10,110.1,9.4,6.366650247,0.69,"Rain, Partially cloudy",,Cool,Yes
1434,12/4/2023,56.678007,73,41,22,,,0.976685,2055,797,74,0,36,10,6870,3122,256,1,146,35,2207,780,67,0,16,8,,,,32.5,25.2,28.6,28.5955778,39.2,25.2,31.6,23.6,75.3,6.985,100,8.33,TRUE,31.3,17.9,17.9,8.5,1.8,52.4,1011.7,48.4,10,109.7,9.5,4,0.72,"Rain, Partially cloudy",FALSE,Cool,No
1435,12/5/2023,58.586428,100,40,24,17,,0.799364252,,,,,,,,,,,,,,,,,,,,,,33,26.2,29.2,29.18844438,38.9,26.2,33.2,23.9,73.9,0.42,100,4.17,,25.2,18.6,18.6,7,0.8,32.4,1010.8,43.1,9.9,136.3,11.9,7,0.75,"Rain, Partially cloudy",FALSE,Cool,No
1436,12/6/2023,57.133769,90,34,17,17,,0.293456422,4619,1969,51,3,188,36,13509,8819,216,6,1274,138,4068,2073,70,2,131,27,,,,34.6,26.5,29.9,29.90324865,41.9,26.5,34.1,23.8,71.7,0.052,100,8.33,TRUE,23.8,15.7,15.7,7.4,0,30.5,1011.4,41.7,9.8,97.9,8.6,6,0.78,"Rain, Partially cloudy",,Cool,No
1437,12/7/2023,59.90442,58,41,23,26,,0.67521893,6366,1478,97,0,94,87,18421,5868,400,7,476,236,5817,1463,83,0,45,61,,,,32.5,25.2,28.4,28.39898176,37,25.2,30.9,22.5,71.3,0,0,0,TRUE,29.2,22.3,22.3,10.6,1.6,73.2,1012.3,35.1,10,114.1,9.9,6,0.81,,FALSE,Cool,No
1438,12/8/2023,59.510002,64,49,35,30,,0.792817089,5552,1475,90,4,43,8,20321,6926,312,10,701,49,4919,1386,82,2,68,7,,,,33,25.2,29,28.9974384,38.8,25.2,31.5,22.5,68.8,0,0,0,FALSE,19.8,10.7,10.7,5.8,0.7,35.4,1011.8,34.9,10,90.3,7.6,5,0.85,Partially cloudy,FALSE,Cool,No
1439,12/9/2023,59.668394,110,59,34,13,,0.823596948,,,,,,,,,,,,,,,,,,,,,,33,25.2,29.6,29.61096331,39,25.2,32.9,22.6,67.3,0,0,0,FALSE,14,9.7,9.7,5.3,0.2,52.6,1010.8,36.5,9.9,86.4,7.6,4.082186582,,Partially cloudy,TRUE,Cool,Yes
1440,12/10/2023,56.400593,145,46,28,1,,0.605664326,,,,,,,,,,,,,,,,,,,,,,34.7,26,30,29.9868679,39.9,26,33.5,23.1,67.9,0,0,0,FALSE,19.1,13.4,13.4,4.7,0,197.8,1009.3,37.5,7.9,136.6,11.7,7,,Partially cloudy,TRUE,Cool,Yes
1441,12/11/2023,57.648467,111,56,23,1,,0.782694309,,,,,,,,,,,,,,,,,,,,,,34.1,26.2,30,29.98950738,41,26.2,34,23.6,70.5,0,0,0,FALSE,29.5,10.7,10.7,5.5,0.7,128.1,1010.1,37.4,7.7,115,9.8,4,0.94,Partially cloudy,FALSE,Cool,No
1442,12/12/2023,58.784469,131,45,16,1,,0.373126794,3431,1455,14,0,83,3,12591,6682,74,0,568,35,3213,1297,19,0,50,12,,,,34.7,26.6,30.3,30.32067452,39,26.6,34.1,23.1,66.9,0,0,0,FALSE,22.7,17.5,17.5,5,0,93.3,1010,34.6,8.6,96.8,8.3,4,0.98,Partially cloudy,FALSE,Cool,No
1443,12/13/2023,61.662539,111,45,16,1,,0.030038573,8992,2769,10,7,190,6,29752,13489,78,24,1467,38,8516,3693,20,5,302,10,,,,33.5,26.5,29.9,29.90498835,38.9,26.5,34,23.4,69,0,0,0,TRUE,25.2,15.2,15.2,7.8,0.7,89.6,1011.7,37.8,8.9,111.4,9.7,4.759672074,0,Partially cloudy,FALSE,Cool,
1444,12/14/2023,61.666012,80,53,20,1,,0.080180241,7502,4242,117,6,1166,3,19525,15946,262,14,6617,11,5630,4052,222,1,908,1,,,,34,25.7,29.8,29.79688447,38.8,25.7,32.9,22.3,65.1,0,0,0,,38.9,16.6,16.6,8.2,1.1,70.3,1012.4,36.5,9.8,191.8,16.6,8,0.04,Partially cloudy,FALSE,Cool,No
1445,12/15/2023,61.916567,111,58,21,1,,0.536969947,4744,1806,71,0,51,437,20667,8025,370,0,404,1393,5678,2175,97,0,50,382,,,,34.4,26,30.3,30.30401808,39.1,26,33.5,22.2,63.5,0,0,0,FALSE,40.7,10.7,10.7,5.4,0.3,42.2,1011.8,32.3,9.7,108.1,9.3,5,0.08,,FALSE,Cool,No
1446,12/16/2023,60.159515,116,47,16,1,,0.727409447,,,,,,,,,,,,,,,,,,,,,,35.3,26.8,30.7,30.68932482,39,29.2,34.2,22.2,62,0,0,0,FALSE,33.5,13,13,6.1,0.4,75.8,1011.3,31.3,9.6,103,8.9,6,0.11,Partially cloudy,TRUE,Cool,Yes
1447,12/17/2023,59.333611,101,37,21,1,1,0.374655054,,,,,,,,,,,,,,,,,,,,,,34,27,30.5,30.5162614,38,29.5,34.2,22.4,62.8,0,0,0,FALSE,38.9,22.3,22.3,9.2,0.9,78,1011.9,34,9.7,125.3,10.7,,0.15,Partially cloudy,TRUE,Cool,Yes
1448,12/18/2023,60.976689,74,48,20,1,1,0.789460909,3777,1128,14,3,40,1,11783,4456,42,21,353,20,3263,1329,9,9,31,5,,,,33,25.2,29.2,29.19501154,36.8,25.2,31.4,21,61.9,0,0,0,FALSE,24.1,13.9,13.9,8.5,2.1,40.5,1013,33.4,10,125.1,10.8,,0.19,Partially cloudy,FALSE,Cool,No
1449,12/19/2023,63.143061,96,47,25,1,2,0.001874878,2893,984,11,0,83,9,6994,3943,37,0,417,16,1897,909,12,0,52,5,,,,34.1,25,29.7,29.71010907,36.5,25,31.9,21.1,61.1,0,0,0,FALSE,25.9,13.1,13.1,7.1,0.5,23.9,1012.9,34.4,10,114.1,9.8,6,0.22,Partially cloudy,FALSE,Cool,No
1450,12/20/2023,62.990423,91,36,23,,1,0.411137086,5589,1255,13,5,39,5,14027,4703,42,3,353,19,3231,907,3,1,87,1,,,,34.1,26.2,29.8,29.79673595,37.3,26.2,32.1,21.1,60.9,0,0,0,FALSE,31.7,14.8,14.8,6.9,0.3,52.5,1012.3,33.7,10,107.3,9.3,6,0.25,Partially cloudy,FALSE,Cool,No
1451,12/21/2023,61.738927,67,45,24,1,1,0.20473247,3169,1036,2,27,39,88,15299,5746,30,112,174,174,3241,1364,4,17,19,43,,,,31.9,24.2,27.6,27.61081294,33.5,24.2,28.3,18.7,59.1,0,0,0,FALSE,31.3,20.5,20.5,10.9,1.6,58.8,1013.7,25.2,10,132,11.4,6,0.29,Partially cloudy,FALSE,Cool,
1452,12/22/2023,60.166754,76,54,24,1,1,0.692977102,8665,1762,127,4,42,323,26889,9670,386,16,287,2261,6528,2574,95,3,40,578,,,,29.1,21,24.4,24.39037621,29.5,21,24.5,15.1,56.7,0,0,0,FALSE,44.6,20,20,11,1.3,46.2,1016.4,40.3,10,143.8,12.4,6,0.33,Partially cloudy,FALSE,Cool,No
1453,12/23/2023,58.107279,96,54,20,1,1,0.958061494,,,,,,,,,,,,,,,,,,,,,,28.3,19.2,23.5,23.50469099,28.2,19.2,23.5,13.1,52.5,0,0,0,FALSE,32,19.5,19.5,11.9,2.8,22.3,1017.6,59.5,10,141,12.1,6,0.36,Partially cloudy,TRUE,Cool,Yes
1454,12/24/2023,56.019895,105,55,24,1,1,0.376414855,,,,,,,,,,,,,,,,,,,,,,26.3,21.2,23.9,23.90430424,26.3,21.2,23.9,13.1,50.9,0,0,0,FALSE,27.4,20,20,12.5,4.6,10.6,1018.3,81.1,10,75.8,6.6,3,0.4,Partially cloudy,TRUE,Cool,Yes
1455,12/25/2023,52.662831,115,60,25,2,1,0.380481352,9420,2229,199,5,68,93,41489,12505,724,16,746,1594,9336,2679,148,4,63,352,,,,28.3,21.2,24.4,24.43545911,28.4,21.2,24.4,13.9,52.3,0,0,0,FALSE,30.2,17.7,17.7,10.3,4.3,19.7,1017.4,63.5,9.7,88,7.6,4,0.44,Partially cloudy,FALSE,Cool,No
1456,12/26/2023,55.355412,131,56,27,1,2,0.546312693,11727,2306,181,7,86,114,42358,12580,628,10,1017,333,11309,3742,163,2,235,84,,,,30.3,22.2,25.5,25.48506474,31.3,22.2,25.6,15.1,52.9,0,0,0,TRUE,25.9,15.2,15.2,8.4,1.9,15.1,1017,52.6,9.5,111,9.5,6,0.47,Partially cloudy,FALSE,Cool,No
1457,12/27/2023,57.29026,125,53,26,1,2,0.24450804,,,,,,,,,,,,,,,,,,,,,,32.5,21.7,26.8,26.79071891,33.3,21.7,27.2,17.5,58,0,0,0,FALSE,33.5,11.6,11.6,6.7,0.8,23.4,1016.4,48.4,10,120.1,10.3,6,0.5,pArTiALlY clouDy,FALSE,,No
1458,12/28/2023,56.990135,121,49,24,1,,0.58818897,,,,,,,,,,,,,,,,,,,,,,32.8,23.2,27.8,27.8071419,34,23.2,28.5,18.3,57.3,0,0,0,FALSE,28.4,13.9,13.9,8.4,1.3,4.4,1014.8,37.9,10,98.3,8.6,6.378858084,0.54,Partially cloudy,FALSE,Cool,No
1459,12/29/2023,57.651413,117,50,30,1,1,0.107970254,,,,,,,,,,,,,,,,,,,,,,33.4,24,28.4,28.37473906,35.4,24,29.3,18.9,57.7,0,0,0,,25.6,13.4,13.4,7.2,0.7,357.6,1013.2,33.1,10,87.1,7.5,6,0.57,Partially cloudy,,,No
1460,12/30/2023,54.192201,124,44,25,1,1,0.894090411,,,,,,,,,,,,,,,,,,,,,,33.9,24.1,28.8,28.81117967,38.1,24.1,30.4,20.1,60.4,0,0,0,FALSE,25.6,15.7,15.7,7.7,2,333.2,1012.2,44.3,10,106.8,9.1,6,0.6,Partially cloudy,TRUE,Cool,Yes
1461,12/31/2023,49.290954,118,41,19,1,,0.764339328,,,,,,,,,,,,,,,,,,,,,,34.9,25.2,29.6,29.59922926,38.7,25.2,31.5,20.7,60.3,0,0,0,FALSE,22.7,11.2,11.2,6.9,1.6,347.2,1011.9,38.2,10,107.4,9.1,6,0.64,Partially cloudy,TRUE,Cool,Yes
1462,1/1/2024,35.273442,98,43,20,2,,0.516198511,,,,,,,,,,,,,,,,,,,423,474,,34.4,25.2,29.8,29.7909309,37.7,25.2,31.8,21,60.6,0,0,0,FALSE,31.7,11.2,11.2,6,0.4,25.6,1011.5,38.7,10,100.2,8.6,6,0.67,,FALSE,Cool,Yes
1463,1/2/2024,36.403109,101,41,24,2,1,0.018050617,3086,2258,21,10,53,16,13902,12025,51,16,375,66,3487,2592,38,4,72,10,,,,34.3,25.7,29.7,29.7032718,36.9,25.7,31.4,20.7,60.1,0,0,0,FALSE,29.5,13.4,13.4,5.6,0,58.3,1011.5,36.8,10,113.2,9.8,5,0.7,,,Cool,
1464,1/3/2024,39.779387,85,49,19,1,2,0.667299645,1459,600,0,0,22,9,3892,1995,1,0,238,25,927,602,1,1,42,3,,,,34.9,25.5,29.8,29.79854377,35.6,25.5,30.6,18.5,52.9,0,0,0,FALSE,27.4,18,18,7,0.1,71.9,1011.6,35.5,10,107.5,9.4,26.37358593,0.73,Partially cloudy,FALSE,Cool,No
1465,1/4/2024,44.17923,100,46,22,1,,0.97531308,2426,487,0,0,11,7,3238,1072,5,3,54,23,1209,368,1,2,4,2,,,,32.5,24.5,28.7,28.69649449,35.8,24.5,30.1,19.7,58.7,0,0,0,FALSE,40.7,22.3,22.3,8.3,0.1,65.2,1012,34.8,10,112,9.8,6,0.75,Partially cloudy,FALSE,,No
1466,1/5/2024,44.35067,97,50,30,1,1,0.714759128,3661,768,148,3,23,286,14264,4418,749,7,222,924,3385,986,142,0,23,203,,,,33.8,25.2,29.1,29.09982566,35.8,25.2,30.3,19.8,58.4,0,0,0,FALSE,37.1,14.8,14.8,6.7,0.3,74,1012.4,51,10,87.8,7.4,5,0.8,Partially cloudy,FALSE,Cool,No
1467,1/6/2024,43.764382,108,54,24,2,1,0.015306064,,,,,,,,,,,,,,,,,,,,,,34.2,24.2,29.1,29.10437131,36.3,24.2,30.1,19.3,56.8,0,0,0,FALSE,42.5,13.9,13.9,7,0.3,70.9,1012.6,30,10,90.5,7.8,6,0.83,Partially cloudy,TRUE,Cool,Yes
1468,1/7/2024,43.986915,108,51,29,1,2,0.434069868,,,,,,,,,,,,,,,,,,,,,,33.9,25,29.2,29.18828437,35.4,25,30.2,19.2,56.2,0,0,0,FALSE,22.3,15.2,15.2,6.7,0.8,71.8,1013.1,27.9,10,89.2,7.8,6,0.86,Partially cloudy,TRUE,CooL,Yes
1469,1/8/2024,44.213127,116,64,37,2,2,0.655035546,2702,782,16,0,20,5,10311,3559,97,0,196,33,2638,872,11,0,14,4,,,,34.8,24.2,29.4,29.39693342,37.5,24.2,30.7,19.9,58.2,0,0,0,FALSE,29.5,11.2,11.2,4.7,0.5,62.9,1012.3,23.1,9.9,105.7,9,6,0.89,,FALSE,Cool,
1470,1/9/2024,47.077186,160,55,37,2,1,0.68140705,8646,3127,58,6,133,13,36878,16304,310,22,1153,88,9449,3024,74,6,153,12,,,,34.1,25,29.5,29.49731605,38.4,25,31.4,21.2,62.6,0,0,0,FALSE,33.5,11.6,11.6,4.2,0,121,1011.3,25.3,8.9,96.3,8.5,5.451211832,0.93,Partially cloudy,FALSE,,No
1471,1/10/2024,47.120457,130,48,22,1,2,0.102790591,3811,2303,33,3,545,4,10155,8140,126,17,4266,21,3188,2367,34,2,797,3,,,,35,25.2,29.8,29.79662072,39.1,25.2,32.6,22.2,66,0,0,0,FALSE,22,13.9,13.9,7,0.7,159.6,1010.2,29.6,8.6,113.6,9.8,5,0.96,Partially cloudy,FALSE,CoOL,No
1472,1/11/2024,47.383445,108,47,20,1,1,0.881668883,6470,1659,154,9,77,145,21716,7628,606,31,520,548,5759,2065,150,4,63,145,,,,33.7,26,29.7,29.68851885,39.3,26,33.1,23.6,71.2,0,0,0,FALSE,20.5,11.6,11.6,6,0.4,159,1011.1,37.3,8.5,98.4,8.5,5,0,,FALSE,Cool,No
1473,1/12/2024,47.626399,100,45,23,1,1,0.757910106,5974,2053,452,177,50,41,19920,7098,1958,717,299,102,5634,1773,529,187,92,18,,,,34,27,29.8,29.79517808,39.1,30.5,34,23.6,70.9,0,0,0,FALSE,25.9,13,13,7.5,2,178.8,1010.7,42.7,9.3,72.1,6,,,Partially cloudy,FALSE,Cool,No
1474,1/13/2024,45.305449,100,48,23,1,,0.236125024,,,,,,,,,,,,,,,,,,,,,,33.5,27,29.8,29.8099394,39.3,30.5,34.3,23.8,72,0,0,0,TRUE,23.4,17,17,7.8,0.9,125.2,1010.9,42.9,9.3,100.5,8.7,5,0.06,Partially cloudy,TRUE,Cool,Yes
1475,1/14/2024,42.655387,110,47,21,1,1,0.177498376,,,,,,,,,,,,,,,,,,,,,,33.3,25.2,29.3,29.30167811,38.3,25.2,32.1,22.3,67.7,0,0,0,TRUE,44.6,19.5,19.5,7.1,0.3,79.3,1012.4,39,8.8,124.1,10.8,6,0.1,Partially cloudy,TRUE,Cool,Yes
1476,1/15/2024,44.412659,107,47,22,1,2,0.804537422,12510,3612,234,8,332,56,38618,17350,1163,30,3761,199,10460,4629,364,8,872,49,,,,33.1,25.2,28.8,28.79340204,35.3,25.2,30.2,19.8,59,0,0,0,FALSE,28.1,13.5,13.5,7.3,0.8,60.5,1012.6,27.9,9.7,123.8,10.7,5,0.13,Partially cloudy,FALSE,,No
1477,1/16/2024,47.179238,95,60,25,1,1,0.593599445,3052,657,138,53,15,221,12049,3509,522,182,94,1182,2951,856,101,47,9,308,,,,33.4,24,28.8,28.80401988,36.2,24,30,19.7,59.2,0,0,0,FALSE,28.4,13.9,13.9,6.2,0.3,64.4,1012.1,33.4,9.9,112.5,9.5,6,0.17,Partially cloudy,,Cool,No
1478,1/17/2024,47.183694,128,69,34,1,1,0.495668231,2879,603,30,0,16,177,7290,2170,129,0,86,880,1315,407,20,0,13,165,,,,33.2,24.2,28.6,28.57500317,36.6,24.2,29.8,19.8,60.1,0,0,0,FALSE,44.6,24.6,24.6,8.5,1.2,71.1,1011.9,34.2,9.9,100.6,8.7,6,0.2,Partially cloudy,FALSE,Cool,No
1479,1/18/2024,47.131495,143,65,35,1,,0.249937448,6477,1869,24,8,70,9,20583,6307,108,32,565,34,5615,1643,44,9,90,2,,,,34.3,23.7,29.1,29.09449591,37,23.7,30.3,19.8,59.2,0,0,0,FALSE,33.5,13.9,13.9,5.4,0.2,29.7,1011.6,33.2,9.4,105.5,9.2,5,0.25,Partially cloudy,FALSE,Cool,No
1480,1/19/2024,47.44456,155,59,28,2,,0.951050867,3046,1002,0,0,97,3,11039,4342,0,0,498,15,2684,1062,0,0,62,5,,,,34.8,25.7,29.8,29.79862378,38.2,25.7,31.3,20.2,58.6,0,0,0,FALSE,15.5,10.7,10.7,4.5,0.4,90.3,1010.9,36.5,9,215.4,18.5,8,0.27,Partially cloudy,FALSE,COol,No
1481,1/20/2024,46.99324,141,61,27,2,,0.068153373,,,,,,,,,,,,,,,,,,,,,,34.5,25,29.4,29.40285963,38.2,25,31.5,21.4,64.3,0,0,0,FALSE,17.6,15.2,15.2,6.7,0,160.8,1010.9,34.4,8.7,96.3,8.4,5,0.31,Partially cloudy,TRUE,Cool,Yes
1482,1/21/2024,45.483758,119,58,31,1,,0.704919526,,,,,,,,,,,,,,,,,,,,,,34.2,25.5,29.6,29.59683519,39.3,25.5,32.2,22.1,66.8,0,0,0,FALSE,18.4,13,13,6.9,0.4,205.7,1011.8,38.2,9.1,82.5,7.1,5,0.34,,,Cool,Yes
1483,1/22/2024,45.327924,127,60,20,1,,0.623847201,4853,2533,7,5,194,0,14247,10362,27,12,1894,1,4471,2593,6,4,173,3,,,,34.5,24.5,29.5,29.51503822,37.2,24.5,30.7,20.3,61.1,0,0,0,FALSE,17.3,13.9,13.9,5.5,0,280.8,1012.4,37.2,9.6,92.8,8,5,0.36175671,Partially cloudy,FALSE,Cool,No
1484,1/23/2024,48.622618,140,55,19,1,,0.426704163,3551,886,91,14,29,140,12510,4271,343,78,164,741,2626,849,79,18,15,104,,,,31.2,26.2,28.7,28.69248726,34,26.2,31.2,21.8,66.9,0,0,0,FALSE,36,21,21,7.8,0.7,86.3,1013.5,59.6,8.7,78,6.8,5,0.41,Partially cloudy,FALSE,cOOL,No
1485,1/24/2024,49.516923,101,48,19,2,,0.612286825,14706,7503,78,16,407,16,35260,27446,257,18,2126,48,11456,6629,105,5,245,6,,,,29,24.2,26.9,26.89595617,30.9,24.2,27.5,18.2,59.6,0.019,100,4.17,TRUE,33.8,21.9,21.9,10.4,1.6,55.1,1015.2,61.8,9.4,95.5,8.2,5,0.45,"Rain, Partially cloudy",,Cool,No
1486,1/25/2024,50.298526,97,48,25,2,,0.878571865,863,764,1,4,186,1,3608,3422,7,0,901,5,1145,791,0,0,175,0,,,,30.3,23.2,25.8,25.79346098,31.8,23.2,26.1,17.9,62.1,0,0,0,FALSE,29.5,21.3,21.3,11.7,4.5,0.9,1016.8,69.5,9.9,89.9,7.7,4,0.48,Partially cloudy,FALSE,Cool,No
1487,1/26/2024,48.751398,113,56,26,1,,0.671612483,9023,2549,312,33,126,39,38525,13316,1398,134,1123,368,9441,2911,320,76,100,79,,,,32.3,23,26.8,26.80849443,34.4,23,27.4,17.7,57.7,0,0,0,FALSE,38.9,20,20,10.4,3.8,15.6,1017.3,51.9,9.9,134.2,11.6,6,0.5,Partially cloudy,,Cool,No
1488,1/27/2024,47.367562,135,65,25,1,,0.610295167,,,,,,,,,,,,,,,,,,,,,,33.2,24.2,28.3,28.30112226,36.1,24.2,29.3,19.3,59.3,0,0,0,FALSE,26.6,20.5,20.5,9.4,0.8,36.4,1015.8,40.1,9.8,143.3,12.3,6,0.55,Partially cloudy,TRUE,Cool,Yes
1489,1/28/2024,45.610579,148,55,25,1,,0.37839886,,,,,,,,,,,,,,,,,,,,,,32.3,25.2,28.5,28.49853564,36.6,25.2,29.7,19.6,59.1,0,0,0,FALSE,29.5,23.2,23.2,9,2.4,76.7,1015.5,37.4,9.5,102.2,8.6,4,0.58,Partially cloudy,,Cool,Yes
1490,1/29/2024,46.264241,126,65,31,2,,0.557197971,7220,2020,234,0,91,204,25005,9553,943,1,896,436,6525,2423,204,0,93,91,,,,32.1,25,28.4,28.39617463,35.1,25,29.4,18.8,56.5,0,0,0,,25.9,24.6,24.6,9.1,0.5,85.2,1015.3,40.1,9.5,132.4,11.5,6,0.61,Partially cloudy,FALSE,Cool,No
1491,1/30/2024,49.083743,160,63,39,2,,0.90974262,2995,675,43,30,48,275,11793,3108,209,100,257,1025,1863,599,60,19,18,157,,,,32.5,26,28.8,28.78946317,37.3,26,30.8,20.7,62,0,0,0,TRUE,27.4,15.7,15.7,7.3,0.7,23,1014.6,45.4,9.2,108.8,9.4,6,0.65,Partially cloudy,FALSE,Cool,No
1492,1/31/2024,48.530898,160,43,20,2,,0.800826063,2889,1193,37,0,24,2,7707,4384,110,3,175,35,2447,1322,25,2,23,7,,,,33.3,24.2,28.7,28.70702111,38.7,24.2,30.9,21.3,65.4,0,0,0,FALSE,18.7,11.6,11.6,6.8,2.5,309.4,1014.2,45.5,8.6,108.8,9.6,5,0.68,Partially cloudy,FALSE,Cool,No
1493,2/1/2024,47.120061,108,35,19,2,,0.106696721,7066,1876,160,0,139,13,22954,9046,511,0,1321,51,5386,1977,104,0,137,6,448,505,,33.4,25.5,28.9,28.89378742,39.2,25.5,32.2,23.4,73.3,0.097,100,4.17,TRUE,23.4,12.5,12.5,6.5,0.4,200.2,1013.9,39.8,8.5,105.1,9.2,5,0.71,"Rain, Partially cloudy",FALSE,Cool,
1494,2/2/2024,47.588188,89,37,18,3,,0.339986629,4560,1449,2,0,41,3,12432,5336,3,0,418,22,4032,1371,1,0,75,8,,,,34.5,26,29.7,29.70662135,38.8,26,33.9,23.7,71.6,0,0,0,TRUE,23.8,15.2,15.2,9.2,2.8,185.8,1012.8,40.8,9.4,109.9,9.5,5,0.75,,FALSE,Cool,No
